category,scientific_name,common_names,conservation_status
Fish,Notropis spectrunculus,Mirror Shiner,
Fish,Notropis telescopus,Telescope Shiner,
Fish,Notropis volucellus,Mimic Shiner,
Fish,Phenacobius catostomus,Riffle Minnow,
Fish,Phenacobius crassilabrum,Fatlips Minnow,
Fish,Phenacobius uranops,Stargazing Minnow,
Fish,Phoxinus oreas,Mountain Redbelly Dace,
Fish,Phoxinus tennesseensis,Tennessee Dace,
Fish,Rhinichthys cataractae,Longnose Dace,
Fish,Rhinichthys obtusus,Western Blacknose Dace,
Fish,Semotilus atromaculatus,Creek Chub,
Fish,Fundulus catenatus,Northern Studfish,
Fish,Gambusia affinis,"Mosquitofish, Western Mosquitofish",
Fish,Gambusia holbrooki,Eastern Mosquitofish,
Fish,Esox masquinongy,Muskellunge,
Fish,Ambloplites rupestris,Rock Bass,
Fish,Lepomis auritus,Redbreast Sunfish,
Fish,Lepomis cyanellus,Green Sunfish,
Fish,Lepomis gibbosus,Pumpkinseed,
Fish,Lepomis gulosus,Warmouth,
Fish,Lepomis humilis,Orangespotted Sunfish,
Fish,Lepomis macrochirus,Bluegill,
Fish,Lepomis megalotis,Longear Sunfish,
Fish,Lepomis microlophus,Redear Sunfish,
Fish,Micropterus dolomieu,Smallmouth Bass,
Fish,Micropterus punctulatus,Spotted Bass,
Fish,Micropterus salmoides,Largemouth Bass,
Fish,Pomoxis nigromaculatus,Black Crappie,
Fish,Morone chrysops,White Bass,
Fish,Etheostoma blennioides,Greenside Darter,
Fish,Etheostoma camurum,Bluebreast Darter,
Fish,Etheostoma chlorobranchium,Greenfin Darter,
Fish,Etheostoma flabellare,Fantail Darter,
Fish,Etheostoma gutselli,Tuckasegee Darter,
Fish,Etheostoma jessiae,Blueside Darter,
Fish,Etheostoma maculatum,Spotted Darter,
Fish,Etheostoma percnurum,Duskytail Darter,Endangered
Fish,Etheostoma rufilineatum,Redline Darter,
Fish,Etheostoma sanguifluum,"Bloodfin Darter, Spotted Darter",
Fish,Etheostoma simoterum,"Snubnose Darter, Tennessee Snubnose Darter",
Fish,Etheostoma stigmaeum,Speckled Darter,
Fish,Etheostoma swannanoa,Swannanoa Darter,
Fish,Etheostoma vulneratum,Wounded Darter,
Fish,Etheostoma zonale,Banded Darter,
Fish,Perca flavescens,Yellow Perch,
Fish,Percina aurantiaca,Tangerine Darter,
Fish,Percina burtoni,Blotchside Darter,Species of Concern
Fish,Percina caprodes,Logperch,
Fish,Percina evides,Gilt Darter,
Fish,Percina squamata,Olive Darter,Species of Concern
Fish,Stizostedion canadense,Sauger,
Fish,Stizostedion vitreum,Walleye,
Fish,Aplodinotus grunniens,Freshwater Drum,
Fish,Ichthyomyzon castaneus,Chestnut Lamprey,
Fish,Ichthyomyzon greeleyi,Mountain Brook Lamprey,
Fish,Lampetra appendix,American Brook Lamprey,
Fish,Oncorhynchus mykiss,Rainbow Trout,
Fish,Salmo trutta,Brown Trout,
Fish,Salvelinus fontinalis,Brook Trout,
Fish,Cottus bairdi,Mottled Sculpin,
Fish,Cottus carolinae,Banded Sculpin,
Fish,Lepisosteus osseus,Longnose Gar,
Fish,Ameiurus melas,Black Bullhead,
Fish,Ameiurus natalis,Yellow Bullhead,
Fish,Ictalurus furcatus,Blue Catfish,
Fish,Ictalurus punctatus,Channel Catfish,
Fish,Noturus baileyi,Smoky Madtom,Endangered
Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened
Fish,Noturus flavus,Stonecat,
Fish,Pylodictis olivaris,Flathead Catfish,
Vas. Plant,Acorus calamus,Sweetflag,
Vas. Plant,Alisma subcordatum,Water-Plantain,
Vas. Plant,Sagittaria australis,Longbeak Arrowhead,
Vas. Plant,Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,
Vas. Plant,Arisaema dracontium,Green Dragon,
Vas. Plant,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,
Vas. Plant,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,
Vas. Plant,Lemna minuta,Least Duckweed,
Vas. Plant,Lemna valdiviana,"Duckweed, Pale Duckweed",
Vas. Plant,Peltandra virginica,"Arrow Arum, Green Arrow-Arum",
Vas. Plant,Wolffia brasiliensis,Brazilian Watermeal,
Vas. Plant,Elodea nuttallii,Western Waterweed,
Vas. Plant,Najas guadalupensis,Southern Waternymph,
Vas. Plant,Najas minor,Brittle Waternymph,
Vas. Plant,Potamogeton amplifolius,"Broad-Leaved Pondweed, Large-Leaf Pondweed",
Vas. Plant,Potamogeton diversifolius,Waterthread Pondweed,
Vas. Plant,Potamogeton epihydrus,"Nuttall Pondweed, Ribbonleaf Pondweed",
Vas. Plant,Potamogeton nodosus,Longleaf Pondweed,
Vas. Plant,Potamogeton pulcher,Spotted Pondweed,
Vas. Plant,Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
Vas. Plant,Aegopodium podagraria,"Bishops Goutweed, Old Man's Beard",
Vas. Plant,Ammoselinum butleri,Butler's Sandparsley,
Vas. Plant,Angelica atropurpurea,Purplestem Angelica,
Vas. Plant,Angelica triquinata,Filmy Angelica,
Vas. Plant,Angelica venenosa,Hairy Angelica,
Vas. Plant,Bupleurum rotundifolium,Hare's Ear,
Vas. Plant,Carum carvi,Caraway,
Vas. Plant,Chaerophyllum procumbens,Spreading Chervil,
Vas. Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,
Vas. Plant,Cicuta maculata,"Spotted Cowbane, Spotted Water-Hemlock",
Vas. Plant,Conium maculatum,Poison Hemlock,
Vas. Plant,Cryptotaenia canadensis,"Canada Honewort, Honewort",
Vas. Plant,Daucus carota,"Queen Anne's Lace, Wild Carrot",
Vas. Plant,Erigenia bulbosa,Harbinger Of Spring,
Vas. Plant,Eryngium integrifolium,Blueflower Eryngo,
Vas. Plant,Eryngium prostratum,"Prostrate Eryngo, Rattlesnake-Master",
Vas. Plant,Eryngium yuccifolium,Rattlesnake-Master,
Vas. Plant,Foeniculum vulgare,Sweet Fennel,
Vas. Plant,Heracleum lanatum,Masterwort,
Vas. Plant,Heracleum maximum,Common Cowparsnip,
Vas. Plant,Ligusticum canadense,"Loveage, Nondo Lovage",
Vas. Plant,Osmorhiza claytonii,"Hairy Sweet-Cicely, Sweet Cicely",
Vas. Plant,Osmorhiza longistylis,"Long-Styled Anise-Root, Smoother Sweet-Cicely",
Vas. Plant,Oxypolis rigidior,Stiff Cowbane,
Vas. Plant,Pastinaca sativa,"Parsnip, Wild Parsnip",
Vas. Plant,Sanicula canadensis,"Canada Black Snakeroot, Short-Styled Sanicle",
Vas. Plant,Sanicula marilandica,"Black Snakeroot, Black Snake-Root",
Vas. Plant,Sanicula odorata,"Sanicle, Black Snakeroot",
Vas. Plant,Sanicula smallii,"Mall's Black Snakeroot, Small's Sanicle",
Vas. Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",
Vas. Plant,Taenidia integerrima,"Yellow Pimpernel, Yellow Pimpernell",
Vas. Plant,Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",
Vas. Plant,Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",
Vas. Plant,Thaspium trifoliatum,Purple Meadowparsnip,
Vas. Plant,Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",
Vas. Plant,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,
Vas. Plant,Torilis arvensis,Spreading Hedgeparsley,
Vas. Plant,Torilis japonica,"Erect Hedge-Parsley, Hedge-Parsley",
Vas. Plant,Zizia aptera,Golden Alexanders,
Vas. Plant,Zizia aurea,Golden Zizia,
Vas. Plant,Zizia trifoliata,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern
Vas. Plant,Aralia nudicaulis,Wild Sarsaparilla,
Vas. Plant,Aralia racemosa,"American Spikenard, Wild Spikenard",
Vas. Plant,Aralia spinosa,"Devil's Walking Stick, Hercules Club",
Vas. Plant,Hedera helix,English Ivy,
Vas. Plant,Hydrocotyle americana,"American Water-Pennywort, Water-Pennywort",
Vas. Plant,Hydrocotyle sibthorpioides,"Lawn Penny-Wort, Lawn Water-Penny-Wort",
Vas. Plant,Panax quinquefolius,Ginseng,
Vas. Plant,Panax trifolius,Dwarf Ginseng,
Vas. Plant,Ilex ambigua,Beadle's Holly,
Vas. Plant,Ilex collina,"Appalachian Holly, Long-Stalked Holly",
Vas. Plant,Ilex montana,Mountain Holly,
Vas. Plant,Ilex opaca,American Holly,
Vas. Plant,Ilex verticillata,"Black Holly, Winterberry",
Vas. Plant,Allium ampeloprasum,"Garlic, Wild Leek",
Vas. Plant,Allium burdickii,"White-Stemmed Ramps, Leeks",
Vas. Plant,Allium canadense,"Meadow Onion, Wild Garlic",
Vas. Plant,Allium cernuum var. cernuum,Nodding Onion,
Vas. Plant,Allium tricoccum,"Ramps, Wild Leeks, Small White Leek",
Vas. Plant,Allium vineale,Field Garlic,
Vas. Plant,Hymenocallis caroliniana,Carolina Spiderlily,
Vas. Plant,Lycoris radiata,Magic Lily,
Vas. Plant,Narcissus poeticus,Poet's Narcissus,
Vas. Plant,Narcissus pseudonarcissus,"Commom Daffodil, Daffodil",
Vas. Plant,Nothoscordum bivalve,Crowpoison,
Vas. Plant,Asparagus officinalis,"Garden Asparagus-Fern, Wild Asparagus",
Vas. Plant,Convallaria majalis,"European Lily-Of-The-Valley, Lily-Of-The-Valley",
Vas. Plant,Convallaria majuscula,Convallaria,
Vas. Plant,Convallaria montana,"American Lily-Of-The-Valley, Wild Lily-Of-The-Valley",
Vas. Plant,Hosta lancifolia,Hosta,
Vas. Plant,Liriope spicatum,Liriope,
Vas. Plant,Maianthemum canadense,Canada Mayflower,
Vas. Plant,Maianthemum racemosum ssp. racemosum,Feather Solomon's Seal,
Vas. Plant,Manfreda virginica,False Aloe,
Vas. Plant,Muscari botryoides,"Common Grape-Hyacinth, Grape Hyacinth",
Vas. Plant,Muscari comosum,Tassel Grapehyacinth,
Vas. Plant,Polygonatum biflorum,"Common Solomon's-Seal, King Solomon's Seal",
Vas. Plant,Polygonatum biflorum var. biflorum,"King Solomon's Seal, Smooth Solomon's Seal",
Vas. Plant,Polygonatum biflorum var. commutatum,Great Solomon's Seal,
Vas. Plant,Polygonatum pubescens,"Downy Solomon's-Seal, Hairy Solomon's Seal",
Vas. Plant,Yucca filamentosa,Adam's-Needle,
Vas. Plant,Hypoxis hirsuta,"Eastern Yellow Star Grass, Yellow Star Grass",
Vas. Plant,Belamcanda chinensis,Blackberry Lily,
Vas. Plant,Gladiolus X gandavensis,Gladiolus,
Vas. Plant,Iris cristata,Crested Dwarf Iris,
Vas. Plant,Iris laevigata,Garden Iris,
Vas. Plant,Iris pseudacorus,Yellow European Iris,
Vas. Plant,Iris verna var. smalliana,Dwarf Violet Iris,
Vas. Plant,Iris virginica var. shrevei,"Blue Flag, Southern Blueflag",
Vas. Plant,Sisyrinchium albidum,White Blueeyed Grass,
Vas. Plant,Sisyrinchium angustifolium,"Blue-Eyed Grass, Pointed Blue-Eyed-Grass",
Vas. Plant,Sisyrinchium atlanticum,"Atlantic Blue-Eyed Grass, Eastern Blue-Eyed-Grass",
Vas. Plant,Sisyrinchium mucronatum,"Blue-Eyed Grass, Michaux Blue-Eyed-Grass",
Vas. Plant,Aplectrum hyemale,"Adam-And-Eve Orchid, Puttyroot",
Vas. Plant,Calopogon tuberosus var. tuberosus,Tuberous Grasspink,
Vas. Plant,Cleistes bifaria,Cleistes,
Vas. Plant,Cleistes divaricata,Spreading Pogonia,
Vas. Plant,Coeloglossum viride var. virescens,"Longbract Frog Orchid, Long-Bract Green Orchis",
Vas. Plant,Corallorhiza maculata,"Spotted Coralroot, Summer Coralroot",
Vas. Plant,Corallorhiza odontorhiza,Autumn Coral-Root,
Vas. Plant,Corallorhiza wisteriana,"Coral Root, Spring Coralroot",
Vas. Plant,Corallorrhiza maculata,"Spotted Coralroot, Summer Coralroot",
Vas. Plant,Corallorrhiza odontorhiza,Autumn Coral-Root,
Vas. Plant,Corallorrhiza wisteriana,Spring Coralroot,
Vas. Plant,Cypripedium acaule,"Pink Lady's Slipper, Pink Lady's-Slipper",
Vas. Plant,Cypripedium parviflorum var. pubescens,Greater Yellow Lady's Slipper,
Vas. Plant,Epipactis helleborine,Helleborine,
Vas. Plant,Galearis spectabilis,"Showy Orchid, Showy Orchis",
Vas. Plant,Goodyera pubescens,Downy Rattlesnake-Plantain,
Vas. Plant,Hexalectris spicata,Crested Coralroot,
Vas. Plant,Isotria medeoloides,Small Whorled Pogonia,Threatened
Vas. Plant,Isotria verticillata,"Large Whorled Pogonia, Whorled Pogonia",
Vas. Plant,Liparis liliifolia,"Large Twayblade, Lily-Leaved Twayblade",
Vas. Plant,Liparis loeselii,"Fen Orchid, Fen Orchis",
Vas. Plant,Listera smallii,"Kidney-Leaf Twayblade, Small's Twayblade",
Vas. Plant,Malaxis unifolia,"Adder's Mouth, Green Adder's-Mouth",
Vas. Plant,Platanthera ciliaris,"Yellow-Fringe Orchis, Yellow-Fringed Orchid",
Vas. Plant,Platanthera clavellata,"Green Woodland Orchid, Small Green Woodland Orchis",
Vas. Plant,Platanthera flava var. flava,Palegreen Orchid,
Vas. Plant,Platanthera flava var. herbiola,Palegreen Orchid,
Vas. Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",
Vas. Plant,Platanthera lacera,"Green-Fringe Orchis, Green-Fringed Orchid",
Vas. Plant,Platanthera peramoena,Purple Fringeless Orchid,
Vas. Plant,Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",
Vas. Plant,Pogonia ophioglossoides,"Pogonia, Rose Pogonia",
Vas. Plant,Spiranthes cernua,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",
Vas. Plant,Spiranthes lacera var. gracilis,Slender Lady's Tresses,
Vas. Plant,Spiranthes ochroleuca,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",
Vas. Plant,Spiranthes ovalis,"Lesser Ladies'-Tresses, October Ladiestresses",
Vas. Plant,Spiranthes tuberosa,"Little Ladies'-Tresses, Little Lady's Tresses",
Vas. Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",
Vas. Plant,Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",
Vas. Plant,Triphora trianthophora,Nodding Pogonia,
Vas. Plant,Hemerocallis fulva,"Orange Daylily, Orange Day-Lily",
Vas. Plant,Hemerocallis lilioasphodelus,Yellow Day-Lily,
Vas. Plant,Achillea millefolium var. occidentalis,Yarrow,
Vas. Plant,Ageratina altissima,White Snakeroot,
Vas. Plant,Ageratina altissima var. altissima,White Snakeroot,
Vas. Plant,Ageratina altissima var. roanensis,White Snakeroot,
Vas. Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,
Vas. Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",
Vas. Plant,Ambrosia bidentata,Lanceleaf Ragweed,
Vas. Plant,Ambrosia trifida,"Giant Ragweed, Great Ragweed",
Vas. Plant,Antennaria neglecta,"Field Pussy Toes, Field Pussytoes",
Vas. Plant,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,
Vas. Plant,Antennaria plantaginifolia,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",
Vas. Plant,Antennaria solitaria,"Single-Head Pussytoes, Solitary Pussy Toes",
Vas. Plant,Anthemis arvensis,"Corn Camomile, Corn-Chamomile",
Vas. Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",
Vas. Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",
Vas. Plant,Arnoglossum atriplicifolium,"Armoglossum, Pale Indian-Plantain",
Vas. Plant,Arnoglossum muehlenbergii,"Great Indian-Plantain, Muhlenberg's Cacalia",
Vas. Plant,Artemisia abrotanum,Southernwood,
Vas. Plant,Artemisia ludoviciana ssp. mexicana,White Sage,
Vas. Plant,Artemisia vulgaris,"Common Mugwort, Common Wormwood",
Vas. Plant,Aster patens var. patens,Late Purple Aster,
Vas. Plant,Aster retroflexus,Curtis? Aster,
Vas. Plant,Aster tataricus,"Tartar Aster, Tartarian Aster",
Vas. Plant,Bidens aristosa,Stick-Tight,
Vas. Plant,Bidens bipinnata,Spanish-Needles,
Vas. Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",
Vas. Plant,Bidens frondosa,"Begger Ticks, Devil's Beggar-Ticks",
Vas. Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",
Vas. Plant,Bidens vulgata,Big Devils Beggartick,
Vas. Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,
Vas. Plant,Cacalia atriplicifolia,Pale Indian-Plantain,
Vas. Plant,Cacalia muhlenbergii,Great Indian-Plantain,
Vas. Plant,Carduus acanthoides,Spiny Plumeless Thistle,
Vas. Plant,Carduus nutans,Musk Thistle,
Vas. Plant,Centaurea biebersteinii,Spotted Knapweed,
Vas. Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",
Vas. Plant,Centaurea nigra,Lesser Knapweed,
Vas. Plant,Chamomilla suaveolens,Pineappleweed,
Vas. Plant,Chrysopsis mariana,Maryland Golden Aster,
Vas. Plant,Cichorium intybus,"Chickory, Chicory",
Vas. Plant,Cirsium,Thistle,
Vas. Plant,Cirsium altissimum,Tall Thistle,
Vas. Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",
Vas. Plant,Cirsium carolinianum,Carolina Thistle,
Vas. Plant,Cirsium discolor,"Field Thistle, Thistle",
Vas. Plant,Cirsium muticum,Swamp Thistle,
Vas. Plant,Cirsium vulgare,Bull Thistle,
Vas. Plant,Conoclinium coelestinum,Blue Mistflower,
Vas. Plant,Conyza canadensis,Horse-Weed,
Vas. Plant,Coreopsis auriculata,"Auricled Tickseed, Lobed Tickseed",
Vas. Plant,Coreopsis lanceolata,Lanceleaf Tickseed,
Vas. Plant,Coreopsis major,Wood Tickseed,
Vas. Plant,Coreopsis pubescens,"Hairy Tickseed, Star Tickseed",
Vas. Plant,Coreopsis tinctoria,"Coreopsis, Golden Tickseed",
Vas. Plant,Coreopsis tripteris,Tall Tickseed,
Vas. Plant,Cosmos bipinnatus,Garden Cosmos,
Vas. Plant,Cosmos sulphureus,Sulphur Cosmos,
Vas. Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",
Vas. Plant,Crepis pulchra,Hawk's Beard,
Vas. Plant,Doellingeria infirma,Cornel-Leaf Whitetop,
Vas. Plant,Doellingeria umbellata var. umbellata,Parasol Whitetop,
Vas. Plant,Eclipta prostrata,Eclipta,
Vas. Plant,Elephantopus carolinianus,"Carolina Elephant-Foot, Carolina Tobaccoweed",
Vas. Plant,Elephantopus tomentosus,"Hairy Tobaccoweed, Tobaccoweed",
Vas. Plant,Erechtites hieracifolia,Burnweed,
Vas. Plant,Erechtites hieraciifolia,American Burnweed,
Vas. Plant,Erechtites hieraciifolia var. hieraciifolia,American Burnweed,
Vas. Plant,Erigeron,"Daisy, Fleabane",
Vas. Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",
Vas. Plant,Erigeron philadelphicus,Philadelphia Fleabane,
Vas. Plant,Erigeron pulchellus,"Robin Plantain Fleabane, Robin's-Plantain",
Vas. Plant,Erigeron strigosus,"Daisy Fleabane, Daisy-Fleabane",
Vas. Plant,Eupatorium,Thoroughwort,
Vas. Plant,Eupatorium album,"White Eupatorium, White Thoroughwort",
Vas. Plant,Eupatorium altissimum,Tall Thoroughwort,
Vas. Plant,Eupatorium capillifolium,"Dog-Fennel, Small Dog-Fennel Thoroughwort",
Vas. Plant,Eupatorium coelestinum,Blue Boneset,
Vas. Plant,Eupatorium fistulosum,"Hollow Joe-Pye Weed, Joe-Pye-Weed",
Vas. Plant,Eupatorium hyssopifolium,"Hyssopleaf Thoroughwort, Narrow-Leaved Snakeroot",
Vas. Plant,Eupatorium maculatum,"Joe-Pye-Weed, Spotted Joe-Pye Weed",
Vas. Plant,Eupatorium perfoliatum,"Boneset, Common Boneset",
Vas. Plant,Eupatorium pilosum,Rough Boneset,
Vas. Plant,Eupatorium purpureum,"Sweet Joe-Pye Weed, Sweet Or Woodland Joe-Pye-Weed",
Vas. Plant,Eupatorium rotundifolium,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",
Vas. Plant,Eupatorium rotundifolium var. ovatum,Roundleaf Thoroughwort,
Vas. Plant,Eupatorium rotundifolium var. rotundifolium,Roundleaf Thoroughwort,
Vas. Plant,Eupatorium rugosum,"Richweed, Snakeroot, White Snakeroot",
Vas. Plant,Eupatorium serotinum,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",
Vas. Plant,Eupatorium sessilifolium,Upland Boneset,
Vas. Plant,Eupatorium steelei,Appalachian Joe-Pye-Weed,
Vas. Plant,Eurybia chlorolepis,Mountain Aster,
Vas. Plant,Eurybia divaricata,White Wood Aster,
Vas. Plant,Eurybia macrophylla,Bigleaf Aster,
Vas. Plant,Eurybia surculosa,Creeping Aster,
Vas. Plant,Fleischmannia incarnata,Pink Thoroughwort,
Vas. Plant,Galinsoga parviflora,Gallantsoldier,
Vas. Plant,Galinsoga quadriradiata,"Fringed Quickweed, Peruvian Daisy",
Vas. Plant,Gamochaeta falcata,Narrowleaf Purple Everlasting,
Vas. Plant,Gamochaeta purpurea,Purple Cudweed,
Vas. Plant,Gnaphalium helleri,"Catfoot, Glandular Catfoot",
Vas. Plant,Gnaphalium obtusifolium,"Catfoot, Fragrant Cudweed",
Vas. Plant,Helenium amarum,"Five-Leaf Sneezeweed, Sneezeweed",
Vas. Plant,Helenium autumnale,"Autumn Sneezeweed, Common Sneezeweed",
Vas. Plant,Helenium flexuosum,"Dark-Eyed Sneezeweed, Purple-Head Sneezeweed",
Vas. Plant,Helianthus,Sunflower,
Vas. Plant,Helianthus angustifolius,"Narrow-Leaved Sunflower, Swamp Sunflower",
Vas. Plant,Helianthus annuus,Common Sunflower,
Vas. Plant,Helianthus atrorubens,"Purple-Disk Sunflower, Sunflower",
Vas. Plant,Helianthus decapetalus,"Thin-Leaved Sunflower, Wide-Leaved Sunflower",
Vas. Plant,Helianthus divaricatus,"Woodland Sunflower, Sessile-Leaved Sunflower",
Vas. Plant,Helianthus giganteus,Giant Sunflower,
Vas. Plant,Helianthus glaucophyllus,Whiteleaf Sunflower,
Vas. Plant,Helianthus hirsutus,Hairy Sunflower,
Vas. Plant,Helianthus maximiliani,Maximilian Sunflower,
Vas. Plant,Helianthus microcephalus,Small Wood Sunflower,
Vas. Plant,Helianthus mollis,Ashy Sunflower,
Vas. Plant,Helianthus strumosus,Paleleaf Woodland Sunflower,
Vas. Plant,Helianthus tuberosus,"Jerusalem Artichoke, Sunflower",
Vas. Plant,Heliopsis helianthoides,Ox-Eye,
Vas. Plant,Heterotheca camporum,Lemonyellow Falsegoldenaster,
Vas. Plant,Hieracium aurantiacum,Orange Hawkweed,
Vas. Plant,Hieracium caespitosum,Field Hawkweed,
Vas. Plant,Hieracium gronovii,Hairy Hawkweed,
Vas. Plant,Hieracium paniculatum,Panicled Hawkweed,
Vas. Plant,Hieracium pilosella,"Mouseear, Mouse-Ear Hawkweed",
Vas. Plant,Hieracium piloselloides,King Devil,
Vas. Plant,Hieracium scabrum,Rough Hawkweed,
Vas. Plant,Hieracium venosum,Rattlesnake Hawkweed,
Vas. Plant,Hieracium X marianum,Hawkweed,
Vas. Plant,Hypochaeris radicata,"Cat's Ear, Spotted Cat's-Ear",
Vas. Plant,Inula helenium,Elecampane Inula,
Vas. Plant,Ionactis linariifolius,"Flaxleaf Aster, Ionactis",
Vas. Plant,Iva annua,Iva,
Vas. Plant,Krigia biflora,"Dwarf Dandelion, Two-Flowered Dwarf Dandelion",
Vas. Plant,Krigia caespitosa,Weedy Dwarfdandelion,
Vas. Plant,Krigia dandelion,"Dwarf Dandelion, Potato Dandelion",
